text,label,text_length,word_count,created_at,processed_text,original_length,processed_length,compression_ratio
The Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.,0,115,17,2026-05-12,ministry health report vaccination coverage reach among eligible adult across country,115,85,0.7391304347826086
MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down!,1,124,21,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch,124,77,0.6209677419354839
🚨 BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED! 🚨,1,141,20,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete,141,103,0.7304964539007093
TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence! Share this with everyone you know!,1,145,20,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence share everyone,145,97,0.6689655172413793
URGENT: WHO admits COVID vaccines cause permanent DNA mutation! This doctor reveals the truth that big pharma is hiding! Share this with everyone you know!,1,155,25,2026-05-12,urgent admits covid vaccine cause permanent dna mutation doctor reveals truth big pharma hide share everyone,155,108,0.6967741935483871
WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness! Share this with everyone you know!,1,165,26,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness share everyone,165,108,0.6545454545454545
"YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked!",1,122,19,2026-05-12,money safe government plan confiscate bank account official document leak,122,73,0.5983606557377049
The Central Board of Secondary Education announced that Class 10 and 12 board exams will begin on February 15.,0,110,19,2026-05-12,central board secondary education announce class board exams begin february,110,75,0.6818181818181818
🚨 THIS WILL CHANGE EVERYTHING! What NASA just discovered at the edge of our solar system will shock the world! 🚨,1,112,21,2026-05-12,change everything nasa discover edge solar system shock world,112,61,0.5446428571428571
BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED! Share this with everyone you know!,1,172,24,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete share everyone,172,118,0.686046511627907
TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence!,1,110,14,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence,110,82,0.7454545454545455
🚨 MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down! 🚨,1,128,23,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch,128,77,0.6015625
🚨 ALERT: RBI secretly demonetizing ₹2000 notes TOMORROW! Convert your cash immediately or lose everything! 100% confirmed! 🚨 Share this with everyone you know!,1,159,24,2026-05-12,alert rbi secretly demonetize note tomorrow convert cash immediately lose everything confirm share everyone,159,107,0.6729559748427673
BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED!,1,137,18,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete,137,103,0.7518248175182481
"In a press release, a study published in The Lancet medical journal found that regular exercise reduces the risk of heart disease by up to 35%.",0,143,26,2026-05-12,press release study publish lancet medical journal find regular exercise reduces risk heart disease,143,99,0.6923076923076923
"In a press release, the International Olympic Committee announced that cricket will be included in the 2028 Los Angeles Olympics.",0,129,20,2026-05-12,press release international olympic committee announce cricket include los angeles olympics,129,91,0.7054263565891473
"According to the Ministry of External Affairs, India and the United States have signed a new defense agreement aimed at strengthening bilateral ties.",0,149,23,2026-05-12,ministry external affair india united state sign new defense agreement aim strengthen bilateral tie,149,99,0.6644295302013423
The report states that the Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.,0,138,21,2026-05-12,state ministry health report vaccination coverage reach among eligible adult across country,138,91,0.6594202898550725
ALERT: RBI secretly demonetizing ₹2000 notes TOMORROW! Convert your cash immediately or lose everything! 100% confirmed!,1,120,16,2026-05-12,alert rbi secretly demonetize note tomorrow convert cash immediately lose everything confirmed,120,94,0.7833333333333333
The report states that team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,131,21,2026-05-12,state team india defeat australia wicket thrill series finale win bordergavaskar trophy,131,87,0.6641221374045801
The Election Commission announced that voting for the upcoming state assembly elections will take place in seven phases starting next month.,0,140,21,2026-05-12,election commission announce vote upcoming state assembly election place seven phase start next month,140,101,0.7214285714285714
MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down! Share this with everyone you know!,1,159,27,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch share everyone,159,92,0.5786163522012578
"Scientists have discovered a new exoplanet in the habitable zone of its star, according to research published in Nature Astronomy.",0,130,20,2026-05-12,scientist discover new exoplanet habitable zone star research publish nature astronomy,130,86,0.6615384615384615
🚨 WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness! 🚨,1,134,22,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness,134,93,0.6940298507462687
"In a press release, a study published in The Lancet medical journal found that regular exercise reduces the risk of heart disease by up to 35%.",0,143,26,2026-05-12,press release study publish lancet medical journal find regular exercise reduces risk heart disease,143,99,0.6923076923076923
The Election Commission announced that voting for the upcoming state assembly elections will take place in seven phases starting next month.,0,140,21,2026-05-12,election commission announce vote upcoming state assembly election place seven phase start next month,140,101,0.7214285714285714
MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down!,1,124,21,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch,124,77,0.6209677419354839
🚨 EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside! 🚨 Share this with everyone you know!,1,159,25,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside share everyone,159,103,0.6477987421383647
The report states that university Grants Commission released new guidelines for online education and examination standards.,0,123,16,2026-05-12,state university grant commission release new guideline online education examination standard,123,93,0.7560975609756098
TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence!,1,110,14,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence,110,82,0.7454545454545455
The report states that team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,131,21,2026-05-12,state team india defeat australia wicket thrill series finale win bordergavaskar trophy,131,87,0.6641221374045801
Microsoft announced a $3 billion investment in India to expand its cloud computing infrastructure over the next three years.,0,124,19,2026-05-12,microsoft announce billion investment india expand cloud compute infrastructure next year,124,89,0.717741935483871
🚨 SHOCKING EXPOSURE: The Prime Minister secretly signed away India's sovereignty in a hidden treaty! The media won't report this! 🚨 Share this with everyone you know!,1,166,27,2026-05-12,shock exposure prime minister secretly sign away indias sovereignty hidden treaty medium wont share everyone,166,108,0.6506024096385542
"According to official sources, team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.",0,139,21,2026-05-12,official source team india defeat australia wicket thrill series finale win bordergavaskar trophy,139,97,0.697841726618705
MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down! Share this with everyone you know!,1,159,27,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch share everyone,159,92,0.5786163522012578
"According to official sources, the Central Board of Secondary Education announced that Class 10 and 12 board exams will begin on February 15.",0,141,23,2026-05-12,official source central board secondary education announce class board exams begin february,141,91,0.6453900709219859
"Official government data released today shows that India's GDP grew by 7.2% in the last quarter, beating market expectations.",0,125,19,2026-05-12,official government data release today show india gdp grow last quarter beat market expectation,125,95,0.76
"According to official sources, scientists have discovered a new exoplanet in the habitable zone of its star, according to research published in Nature Astronomy.",0,161,24,2026-05-12,official source scientist discover new exoplanet habitable zone star research publish nature astronomy,161,102,0.6335403726708074
EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside! Share this with everyone you know!,1,155,23,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside share everyone,155,103,0.6645161290322581
🚨 BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED! 🚨 Share this with everyone you know!,1,176,26,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete share everyone,176,118,0.6704545454545454
A study published in The Lancet medical journal found that regular exercise reduces the risk of heart disease by up to 35%.,0,123,22,2026-05-12,study publish lancet medical journal find regular exercise reduces risk heart disease,123,85,0.6910569105691057
"According to official sources, finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,158,22,2026-05-12,official source finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,158,119,0.7531645569620253
🚨 THIS WILL CHANGE EVERYTHING! What NASA just discovered at the edge of our solar system will shock the world! 🚨,1,112,21,2026-05-12,change everything nasa discover edge solar system shock world,112,61,0.5446428571428571
Team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,108,17,2026-05-12,team india defeat australia wicket thrill series finale win bordergavaskar trophy,108,81,0.75
Government data shows a study published in The Lancet medical journal found that regular exercise reduces the risk of heart disease by up to 35%.,0,145,25,2026-05-12,government data show study publish lancet medical journal find regular exercise reduces risk heart disease,145,106,0.7310344827586207
EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside!,1,120,17,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside,120,88,0.7333333333333333
"According to official sources, the Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.",0,157,24,2026-05-12,official source reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,157,110,0.7006369426751592
🚨 SHOCKING: World leaders are actually AI-controlled robots! Former intelligence officer reveals the truth! 🚨 Share this with everyone you know!,1,144,21,2026-05-12,shock world leader actually aicontrolled robot former intelligence officer reveals truth share everyone,144,103,0.7152777777777778
"According to official sources, team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.",0,139,21,2026-05-12,official source team india defeat australia wicket thrill series finale win bordergavaskar trophy,139,97,0.697841726618705
ISRO successfully launched its latest satellite mission from the Sriharikota spaceport at 9:30 AM this morning.,0,111,16,2026-05-12,isro successfully launch late satellite mission sriharikota spaceport morning,111,77,0.6936936936936937
"Stock markets closed at record highs today with the Sensex crossing 75,000 points for the first time in history.",0,112,19,2026-05-12,stock market close record high today sensex cross point first history,112,69,0.6160714285714286
MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down!,1,124,21,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch,124,77,0.6209677419354839
🚨 WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness! 🚨,1,134,22,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness,134,93,0.6940298507462687
"Stock markets closed at record highs today with the Sensex crossing 75,000 points for the first time in history.",0,112,19,2026-05-12,stock market close record high today sensex cross point first history,112,69,0.6160714285714286
URGENT: WHO admits COVID vaccines cause permanent DNA mutation! This doctor reveals the truth that big pharma is hiding! Share this with everyone you know!,1,155,25,2026-05-12,urgent admits covid vaccine cause permanent dna mutation doctor reveals truth big pharma hide share everyone,155,108,0.6967741935483871
"According to official sources, iSRO successfully launched its latest satellite mission from the Sriharikota spaceport at 9:30 AM this morning.",0,142,20,2026-05-12,official source isro successfully launch late satellite mission sriharikota spaceport morning,142,93,0.6549295774647887
"Official government data released today shows that India's GDP grew by 7.2% in the last quarter, beating market expectations.",0,125,19,2026-05-12,official government data release today show india gdp grow last quarter beat market expectation,125,95,0.76
WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness!,1,130,20,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness,130,93,0.7153846153846154
The Central Board of Secondary Education announced that Class 10 and 12 board exams will begin on February 15.,0,110,19,2026-05-12,central board secondary education announce class board exams begin february,110,75,0.6818181818181818
"According to official sources, the Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.",0,146,21,2026-05-12,official source ministry health report vaccination coverage reach among eligible adult across country,146,101,0.6917808219178082
THIS WILL CHANGE EVERYTHING! What NASA just discovered at the edge of our solar system will shock the world!,1,108,19,2026-05-12,change everything nasa discover edge solar system shock world,108,61,0.5648148148148148
CONSPIRACY REVEALED: Foreign powers are controlling Indian politicians through blackmail! The truth they don't want you to know!,1,128,18,2026-05-12,conspiracy reveal foreign power control indian politician blackmail truth dont,128,78,0.609375
"In a press release, the Election Commission announced that voting for the upcoming state assembly elections will take place in seven phases starting next month.",0,160,25,2026-05-12,press release election commission announce vote upcoming state assembly election place seven phase start next month,160,115,0.71875
ALERT: RBI secretly demonetizing ₹2000 notes TOMORROW! Convert your cash immediately or lose everything! 100% confirmed!,1,120,16,2026-05-12,alert rbi secretly demonetize note tomorrow convert cash immediately lose everything confirmed,120,94,0.7833333333333333
ALERT: RBI secretly demonetizing ₹2000 notes TOMORROW! Convert your cash immediately or lose everything! 100% confirmed! Share this with everyone you know!,1,155,22,2026-05-12,alert rbi secretly demonetize note tomorrow convert cash immediately lose everything confirm share everyone,155,107,0.6903225806451613
🚨 MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down! 🚨 Share this with everyone you know!,1,163,29,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch share everyone,163,92,0.5644171779141104
University Grants Commission released new guidelines for online education and examination standards.,0,100,12,2026-05-12,university grant commission release new guideline online education examination standard,100,87,0.87
WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness!,1,130,20,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness,130,93,0.7153846153846154
SHOCKING: World leaders are actually AI-controlled robots! Former intelligence officer reveals the truth!,1,105,13,2026-05-12,shock world leader actually aicontrolled robot former intelligence officer reveals truth,105,88,0.8380952380952381
"🚨 YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked! 🚨",1,126,21,2026-05-12,money safe government plan confiscate bank account official document leak,126,73,0.5793650793650794
🚨 WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness! 🚨,1,134,22,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness,134,93,0.6940298507462687
TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence! Share this with everyone you know!,1,145,20,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence share everyone,145,97,0.6689655172413793
The International Olympic Committee announced that cricket will be included in the 2028 Los Angeles Olympics.,0,109,16,2026-05-12,international olympic committee announce cricket include los angeles olympics,109,77,0.7064220183486238
Microsoft announced a $3 billion investment in India to expand its cloud computing infrastructure over the next three years.,0,124,19,2026-05-12,microsoft announce billion investment india expand cloud compute infrastructure next year,124,89,0.717741935483871
Government data shows university Grants Commission released new guidelines for online education and examination standards.,0,122,15,2026-05-12,government data show university grant commission release new guideline online education examination standard,122,108,0.8852459016393442
"According to official sources, team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.",0,139,21,2026-05-12,official source team india defeat australia wicket thrill series finale win bordergavaskar trophy,139,97,0.697841726618705
🚨 MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down! 🚨,1,128,23,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch,128,77,0.6015625
"According to official sources, scientists have discovered a new exoplanet in the habitable zone of its star, according to research published in Nature Astronomy.",0,161,24,2026-05-12,official source scientist discover new exoplanet habitable zone star research publish nature astronomy,161,102,0.6335403726708074
"In a press release, the International Olympic Committee announced that cricket will be included in the 2028 Los Angeles Olympics.",0,129,20,2026-05-12,press release international olympic committee announce cricket include los angeles olympics,129,91,0.7054263565891473
The Election Commission announced that voting for the upcoming state assembly elections will take place in seven phases starting next month.,0,140,21,2026-05-12,election commission announce vote upcoming state assembly election place seven phase start next month,140,101,0.7214285714285714
CONSPIRACY REVEALED: Foreign powers are controlling Indian politicians through blackmail! The truth they don't want you to know!,1,128,18,2026-05-12,conspiracy reveal foreign power control indian politician blackmail truth dont,128,78,0.609375
🚨 CONSPIRACY REVEALED: Foreign powers are controlling Indian politicians through blackmail! The truth they don't want you to know! 🚨 Share this with everyone you know!,1,167,26,2026-05-12,conspiracy reveal foreign power control indian politician blackmail truth dont share everyone,167,93,0.5568862275449101
URGENT: WHO admits COVID vaccines cause permanent DNA mutation! This doctor reveals the truth that big pharma is hiding!,1,120,19,2026-05-12,urgent admits covid vaccine cause permanent dna mutation doctor reveals truth big pharma hiding,120,95,0.7916666666666666
The report states that the Central Board of Secondary Education announced that Class 10 and 12 board exams will begin on February 15.,0,133,23,2026-05-12,state central board secondary education announce class board exams begin february,133,81,0.6090225563909775
"Scientists have discovered a new exoplanet in the habitable zone of its star, according to research published in Nature Astronomy.",0,130,20,2026-05-12,scientist discover new exoplanet habitable zone star research publish nature astronomy,130,86,0.6615384615384615
Government data shows team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,130,20,2026-05-12,government data show team india defeat australia wicket thrill series finale win bordergavaskar trophy,130,102,0.7846153846153846
"Finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,127,18,2026-05-12,finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,127,103,0.8110236220472441
🚨 TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence! 🚨,1,114,16,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence,114,82,0.7192982456140351
Government data shows the Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.,0,148,23,2026-05-12,government data show reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,148,115,0.777027027027027
EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside!,1,120,17,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside,120,88,0.7333333333333333
The International Olympic Committee announced that cricket will be included in the 2028 Los Angeles Olympics.,0,109,16,2026-05-12,international olympic committee announce cricket include los angeles olympics,109,77,0.7064220183486238
WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness! Share this with everyone you know!,1,165,26,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness share everyone,165,108,0.6545454545454545
"The report states that scientists have discovered a new exoplanet in the habitable zone of its star, according to research published in Nature Astronomy.",0,153,24,2026-05-12,state scientist discover new exoplanet habitable zone star research publish nature astronomy,153,92,0.6013071895424836
Government data shows the Central Board of Secondary Education announced that Class 10 and 12 board exams will begin on February 15.,0,132,22,2026-05-12,government data show central board secondary education announce class board exams begin february,132,96,0.7272727272727273
"Official government data released today shows that India's GDP grew by 7.2% in the last quarter, beating market expectations.",0,125,19,2026-05-12,official government data release today show india gdp grow last quarter beat market expectation,125,95,0.76
The World Health Organization confirmed that the new COVID-19 variant shows reduced severity compared to previous strains based on preliminary data.,0,148,21,2026-05-12,world health organization confirm new covid variant show reduce severity compare previous strain base preliminary data,148,118,0.7972972972972973
URGENT: WHO admits COVID vaccines cause permanent DNA mutation! This doctor reveals the truth that big pharma is hiding! Share this with everyone you know!,1,155,25,2026-05-12,urgent admits covid vaccine cause permanent dna mutation doctor reveals truth big pharma hide share everyone,155,108,0.6967741935483871
"According to official sources, finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,158,22,2026-05-12,official source finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,158,119,0.7531645569620253
The Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.,0,126,20,2026-05-12,reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,126,94,0.746031746031746
ISRO successfully launched its latest satellite mission from the Sriharikota spaceport at 9:30 AM this morning.,0,111,16,2026-05-12,isro successfully launch late satellite mission sriharikota spaceport morning,111,77,0.6936936936936937
🚨 BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED! 🚨,1,141,20,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete,141,103,0.7304964539007093
SHOCKING EXPOSURE: The Prime Minister secretly signed away India's sovereignty in a hidden treaty! The media won't report this!,1,127,19,2026-05-12,shock exposure prime minister secretly sign away indias sovereignty hidden treaty medium wont,127,93,0.7322834645669292
🚨 SHOCKING: World leaders are actually AI-controlled robots! Former intelligence officer reveals the truth! 🚨 Share this with everyone you know!,1,144,21,2026-05-12,shock world leader actually aicontrolled robot former intelligence officer reveals truth share everyone,144,103,0.7152777777777778
🚨 MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down! 🚨 Share this with everyone you know!,1,163,29,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch share everyone,163,92,0.5644171779141104
"Government data shows according to the Ministry of External Affairs, India and the United States have signed a new defense agreement aimed at strengthening bilateral ties.",0,171,26,2026-05-12,government data show ministry external affair india united state sign new defense agreement aim strengthen bilateral tie,171,120,0.7017543859649122
Government data shows team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,130,20,2026-05-12,government data show team india defeat australia wicket thrill series finale win bordergavaskar trophy,130,102,0.7846153846153846
🚨 EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside! 🚨,1,124,19,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside,124,88,0.7096774193548387
ISRO successfully launched its latest satellite mission from the Sriharikota spaceport at 9:30 AM this morning.,0,111,16,2026-05-12,isro successfully launch late satellite mission sriharikota spaceport morning,111,77,0.6936936936936937
EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside! Share this with everyone you know!,1,155,23,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside share everyone,155,103,0.6645161290322581
🚨 TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence! 🚨 Share this with everyone you know!,1,149,22,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence share everyone,149,97,0.6510067114093959
"In a press release, finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,147,22,2026-05-12,press release finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,147,117,0.7959183673469388
The Election Commission announced that voting for the upcoming state assembly elections will take place in seven phases starting next month.,0,140,21,2026-05-12,election commission announce vote upcoming state assembly election place seven phase start next month,140,101,0.7214285714285714
"According to official sources, iSRO successfully launched its latest satellite mission from the Sriharikota spaceport at 9:30 AM this morning.",0,142,20,2026-05-12,official source isro successfully launch late satellite mission sriharikota spaceport morning,142,93,0.6549295774647887
"Finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,127,18,2026-05-12,finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,127,103,0.8110236220472441
🚨 TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence! 🚨,1,114,16,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence,114,82,0.7192982456140351
🚨 ALERT: RBI secretly demonetizing ₹2000 notes TOMORROW! Convert your cash immediately or lose everything! 100% confirmed! 🚨 Share this with everyone you know!,1,159,24,2026-05-12,alert rbi secretly demonetize note tomorrow convert cash immediately lose everything confirm share everyone,159,107,0.6729559748427673
SHOCKING EXPOSURE: The Prime Minister secretly signed away India's sovereignty in a hidden treaty! The media won't report this!,1,127,19,2026-05-12,shock exposure prime minister secretly sign away indias sovereignty hidden treaty medium wont,127,93,0.7322834645669292
"Finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,127,18,2026-05-12,finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,127,103,0.8110236220472441
🚨 MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down! 🚨,1,128,23,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch,128,77,0.6015625
"YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked! Share this with everyone you know!",1,157,25,2026-05-12,money safe government plan confiscate bank account official document leak share everyone,157,88,0.5605095541401274
Government data shows the International Olympic Committee announced that cricket will be included in the 2028 Los Angeles Olympics.,0,131,19,2026-05-12,government data show international olympic committee announce cricket include los angeles olympics,131,98,0.7480916030534351
🚨 MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down! 🚨,1,128,23,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch,128,77,0.6015625
University Grants Commission released new guidelines for online education and examination standards.,0,100,12,2026-05-12,university grant commission release new guideline online education examination standard,100,87,0.87
The Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.,0,126,20,2026-05-12,reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,126,94,0.746031746031746
MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down! Share this with everyone you know!,1,159,27,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch share everyone,159,92,0.5786163522012578
Microsoft announced a $3 billion investment in India to expand its cloud computing infrastructure over the next three years.,0,124,19,2026-05-12,microsoft announce billion investment india expand cloud compute infrastructure next year,124,89,0.717741935483871
The report states that microsoft announced a $3 billion investment in India to expand its cloud computing infrastructure over the next three years.,0,147,23,2026-05-12,state microsoft announce billion investment india expand cloud compute infrastructure next year,147,95,0.6462585034013606
🚨 CONSPIRACY REVEALED: Foreign powers are controlling Indian politicians through blackmail! The truth they don't want you to know! 🚨,1,132,20,2026-05-12,conspiracy reveal foreign power control indian politician blackmail truth dont,132,78,0.5909090909090909
The International Olympic Committee announced that cricket will be included in the 2028 Los Angeles Olympics.,0,109,16,2026-05-12,international olympic committee announce cricket include los angeles olympics,109,77,0.7064220183486238
🚨 WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness! 🚨,1,134,22,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness,134,93,0.6940298507462687
"The report states that finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,150,22,2026-05-12,state finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,150,109,0.7266666666666667
"The report states that according to the Ministry of External Affairs, India and the United States have signed a new defense agreement aimed at strengthening bilateral ties.",0,172,27,2026-05-12,state ministry external affair india united state sign new defense agreement aim strengthen bilateral tie,172,105,0.6104651162790697
🚨 URGENT: WHO admits COVID vaccines cause permanent DNA mutation! This doctor reveals the truth that big pharma is hiding! 🚨,1,124,21,2026-05-12,urgent admits covid vaccine cause permanent dna mutation doctor reveals truth big pharma hiding,124,95,0.7661290322580645
The report states that iSRO successfully launched its latest satellite mission from the Sriharikota spaceport at 9:30 AM this morning.,0,134,20,2026-05-12,state isro successfully launch late satellite mission sriharikota spaceport morning,134,83,0.6194029850746269
A study published in The Lancet medical journal found that regular exercise reduces the risk of heart disease by up to 35%.,0,123,22,2026-05-12,study publish lancet medical journal find regular exercise reduces risk heart disease,123,85,0.6910569105691057
BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED! Share this with everyone you know!,1,172,24,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete share everyone,172,118,0.686046511627907
